YEAR,MO,DY,HR,T2M,QV2M,WS2M
2015,2,9,17,13.4,2.44,1.48
2015,2,9,18,12.14,2.38,1.49
2015,2,9,19,11.37,2.32,1.47
2015,2,9,20,10.64,2.32,1.51
2015,2,9,21,9.91,2.26,1.6
2015,2,9,22,9.25,2.26,1.65
2015,2,9,23,8.62,2.2,1.7
2015,2,10,0,8.1,2.2,1.87
2015,2,10,1,7.7,2.2,2.06
2015,2,10,2,7.27,2.26,2.26
2015,2,10,3,6.8,2.38,2.47
2015,2,10,4,6.33,2.44,2.69
2015,2,10,5,5.94,2.5,2.83
2015,2,10,6,5.74,2.56,2.81
2015,2,10,7,7.67,2.75,3.84
2015,2,10,8,10.31,2.99,3.96
2015,2,10,9,14.28,4.39,6.31
2015,2,10,10,16.12,4.64,7.21
2015,2,10,11,17.18,4.52,7.9
2015,2,10,12,17.81,4.33,8.66
2015,2,10,13,17.91,4.09,9.29
2015,2,10,14,17.1,4.03,9.62
2015,2,10,15,15.88,4.09,9.54
2015,2,10,16,14.53,4.09,9.02
2015,2,10,17,13.45,3.72,8.09
2015,2,10,18,12.71,3.3,7.21
2015,2,10,19,12.05,2.87,6.62
2015,2,10,20,11.33,2.69,6.04
2015,2,10,21,10.59,2.75,5.29
2015,2,10,22,9.82,2.87,4.73
2015,2,10,23,9.26,2.99,4.82
2015,2,11,0,8.9,3.11,5.21
2015,2,11,1,8.5,3.17,5.3
2015,2,11,2,8.18,3.23,5.47
2015,2,11,3,7.8,3.36,5.45
2015,2,11,4,7.38,3.48,5.35
2015,2,11,5,6.92,3.6,5.47
2015,2,11,6,6.44,3.72,5.51
2015,2,11,7,7.07,3.85,5.96
2015,2,11,8,9.04,4.09,7.4
2015,2,11,9,10.9,4.21,8.68
2015,2,11,10,12.02,3.91,9.31
2015,2,11,11,12.19,3.6,9.62
2015,2,11,12,12.15,3.42,9.53
2015,2,11,13,11.98,3.23,9.13
2015,2,11,14,12.02,2.99,8.64
2015,2,11,15,11.87,2.87,7.92
2015,2,11,16,11.25,2.87,6.92
2015,2,11,17,10.07,2.99,5.4
2015,2,11,18,9.16,3.11,4.61
2015,2,11,19,8.35,3.23,3.89
2015,2,11,20,7.38,3.23,3.19
2015,2,11,21,6.76,3.3,3.13
2015,2,11,22,6.2,3.3,3.21
2015,2,11,23,5.62,3.3,3.2
2015,2,12,0,4.99,3.23,3.04
2015,2,12,1,4.5,3.17,3.02
2015,2,12,2,3.96,3.11,2.95
2015,2,12,3,3.42,3.05,2.83
2015,2,12,4,2.87,3.05,2.63
2015,2,12,5,2.46,3.05,2.53
2015,2,12,6,2.3,3.05,2.58
2015,2,12,7,4.19,3.11,3.64
2015,2,12,8,7.55,3.48,3.9
2015,2,12,9,11.08,3.54,5.17
2015,2,12,10,12.8,3.23,5.18
2015,2,12,11,13.96,2.93,5.25
2015,2,12,12,14.8,2.75,5.28
2015,2,12,13,15.25,2.69,5.26
2015,2,12,14,15.28,2.69,5.15
2015,2,12,15,14.83,2.69,4.98
2015,2,12,16,13.68,2.81,4.2
2015,2,12,17,10.26,2.87,2.19
2015,2,12,18,8.85,2.93,2.09
2015,2,12,19,8.18,3.05,2.13
2015,2,12,20,7.61,3.11,2.26
2015,2,12,21,7.09,3.17,2.41
2015,2,12,22,6.61,3.3,2.53
2015,2,12,23,6.09,3.42,2.56
2015,2,13,0,5.59,3.54,2.54
2015,2,13,1,5.06,3.78,2.51
2015,2,13,2,4.49,3.91,2.45
2015,2,13,3,3.94,3.97,2.39
2015,2,13,4,3.48,3.97,2.39
2015,2,13,5,3.08,3.97,2.51
2015,2,13,6,2.89,4.03,2.7
2015,2,13,7,4.94,4.03,3.84
2015,2,13,8,7.83,4.03,3.41
2015,2,13,9,11.75,4.03,4.52
2015,2,13,10,13.73,4.09,4.03
2015,2,13,11,15.13,4.15,3.87
2015,2,13,12,16.08,4.15,3.83
2015,2,13,13,16.69,4.09,3.71
2015,2,13,14,16.79,3.97,3.73
2015,2,13,15,16.35,3.85,3.64
2015,2,13,16,15.15,3.78,2.84
2015,2,13,17,11.28,3.78,1.38
2015,2,13,18,9.83,3.72,1.46
2015,2,13,19,8.98,3.66,1.53
2015,2,13,20,8.26,3.6,1.53
2015,2,13,21,7.71,3.6,1.51
2015,2,13,22,7.02,3.54,1.45
2015,2,13,23,6.41,3.48,1.38
2015,2,14,0,6.08,3.36,1.32
2015,2,14,1,5.76,3.3,1.25
2015,2,14,2,5.65,3.23,1.15
2015,2,14,3,5.72,3.17,0.99
2015,2,14,4,5.54,3.11,0.85
2015,2,14,5,5.49,3.11,0.7
2015,2,14,6,5.37,3.11,0.59
2015,2,14,7,7.04,3.11,0.58
2015,2,14,8,9.5,3.11,0.7
2015,2,14,9,13.61,3.17,0.83
2015,2,14,10,15.95,3.17,1.34
2015,2,14,11,17.16,3.11,1.8
2015,2,14,12,18.04,2.99,2.09
2015,2,14,13,18.52,2.99,2.4
2015,2,14,14,18.52,2.99,2.37
2015,2,14,15,17.98,2.99,2.15
2015,2,14,16,16.65,3.11,1.18
2015,2,14,17,14.63,3.11,0.87
2015,2,14,18,14.06,3.11,0.86
2015,2,14,19,13.55,3.17,0.84
2015,2,14,20,12.94,3.23,0.84
2015,2,14,21,12.13,3.3,0.94
2015,2,14,22,11.26,3.42,1.07
2015,2,14,23,10.64,3.48,1.2
2015,2,15,0,10.23,3.66,1.24
2015,2,15,1,9.51,3.78,1.23
2015,2,15,2,8.94,3.78,1.19
2015,2,15,3,8.62,3.72,1.13
2015,2,15,4,8.8,3.6,0.97
2015,2,15,5,9.11,3.48,0.79
2015,2,15,6,9.13,3.48,0.62
2015,2,15,7,10.12,3.48,0.54
2015,2,15,8,11.67,3.48,1.23
2015,2,15,9,14.29,3.36,1.58
2015,2,15,10,16.79,3.23,1.26
2015,2,15,11,17.7,3.3,0.98
2015,2,15,12,17.83,3.48,1.54
2015,2,15,13,17.53,3.78,2.11
2015,2,15,14,16.6,4.15,2.39
2015,2,15,15,15.66,4.39,2.37
2015,2,15,16,14.85,4.64,1.84
2015,2,15,17,11.97,4.82,1.1
2015,2,15,18,10.78,4.82,1.24
2015,2,15,19,10,4.82,1.36
2015,2,15,20,9.15,4.88,1.43
2015,2,15,21,8.38,5,1.44
2015,2,15,22,7.66,5.13,1.41
2015,2,15,23,7.05,5.31,1.33
2015,2,16,0,6.63,5.49,1.22
2015,2,16,1,6.31,5.62,1.2
2015,2,16,2,5.93,5.74,1.21
2015,2,16,3,5.62,5.8,1.22
2015,2,16,4,5.48,5.86,1.19
2015,2,16,5,5.46,5.86,1.09
2015,2,16,6,5.69,5.86,1.21
2015,2,16,7,7.73,5.86,1.47
2015,2,16,8,10.59,6.1,1.71
2015,2,16,9,13.92,5.86,1.86
2015,2,16,10,15.99,5.43,1.57
2015,2,16,11,17.43,5.07,1.45
2015,2,16,12,18.44,4.76,1.48
2015,2,16,13,19,4.58,1.6
2015,2,16,14,19,4.46,1.77
2015,2,16,15,18.52,4.33,1.97
2015,2,16,16,17.37,4.27,1.72
2015,2,16,17,13.93,4.33,1.09
2015,2,16,18,12.44,4.39,1.31
2015,2,16,19,11.87,4.46,1.55
2015,2,16,20,11.64,4.64,1.89
2015,2,16,21,10.98,4.88,2.25
2015,2,16,22,9.58,5.19,2.31
2015,2,16,23,8.78,5.43,2.35
2015,2,17,0,8.2,5.55,2.23
2015,2,17,1,7.56,5.55,2.04
2015,2,17,2,7.09,5.62,1.9
2015,2,17,3,6.73,5.68,1.83
2015,2,17,4,6.39,5.8,1.77
2015,2,17,5,6.08,5.92,1.69
2015,2,17,6,5.98,5.98,1.57
2015,2,17,7,9.01,6.04,2.43
2015,2,17,8,12.23,5.92,2.43
2015,2,17,9,16,5.19,2.34
2015,2,17,10,17.6,4.76,1.98
2015,2,17,11,18.63,4.58,1.98
2015,2,17,12,19.37,4.39,2.13
2015,2,17,13,19.78,4.21,2.33
2015,2,17,14,19.79,4.09,2.53
2015,2,17,15,19.27,3.97,2.66
2015,2,17,16,17.99,3.91,2.18
2015,2,17,17,13.87,3.97,1.28
2015,2,17,18,12.35,4.03,1.58
2015,2,17,19,11.66,4.27,2.09
2015,2,17,20,11.11,4.7,2.87
2015,2,17,21,10.4,5.31,3.53
2015,2,17,22,9.47,5.8,3.61
2015,2,17,23,8.63,5.98,3.22
2015,2,18,0,7.97,6.04,2.73
2015,2,18,1,7.31,6.04,2.22
2015,2,18,2,6.76,6.1,1.87
2015,2,18,3,6.33,6.16,1.66
2015,2,18,4,6.02,6.16,1.56
2015,2,18,5,5.73,6.23,1.49
2015,2,18,6,5.69,6.23,1.42
2015,2,18,7,8.85,6.23,2.4
2015,2,18,8,12.15,6.04,2.93
2015,2,18,9,15.48,5.49,3.94
2015,2,18,10,16.95,5.19,3.91
2015,2,18,11,18.01,5.07,3.97
2015,2,18,12,18.67,5.07,4.13
2015,2,18,13,18.69,5.13,4.4
2015,2,18,14,18.33,5.25,4.56
2015,2,18,15,17.5,5.43,4.59
2015,2,18,16,16.26,5.62,4.57
2015,2,18,17,14.57,5.8,4.09
2015,2,18,18,13.21,5.92,4.32
2015,2,18,19,12.03,5.86,4.31
2015,2,18,20,10.82,5.74,3.84
2015,2,18,21,9.79,5.55,3.52
2015,2,18,22,8.93,5.37,3.11
2015,2,18,23,7.93,5.31,2.35
2015,2,19,0,7.07,5.19,1.82
2015,2,19,1,6.39,5.19,1.46
2015,2,19,2,5.84,5.13,1.22
2015,2,19,3,5.44,5.07,1.08
2015,2,19,4,5.23,5.07,0.97
2015,2,19,5,5.08,5.07,0.92
2015,2,19,6,5.23,5.07,0.91
2015,2,19,7,7.67,5.13,2.01
2015,2,19,8,9.97,5.19,3.31
2015,2,19,9,11.19,5.19,4.34
2015,2,19,10,12.04,5,4.99
2015,2,19,11,12.8,4.76,5.71
2015,2,19,12,13.15,4.64,6.5
2015,2,19,13,13.17,4.39,7.02
2015,2,19,14,13.12,4.09,7.28
2015,2,19,15,12.54,3.78,7.35
2015,2,19,16,11.21,3.54,7
2015,2,19,17,9.5,3.48,5.6
2015,2,19,18,8.26,3.36,4.28
2015,2,19,19,6.9,3.3,3.13
2015,2,19,20,5.69,3.23,2.58
2015,2,19,21,4.87,3.3,2.43
2015,2,19,22,4.44,3.36,2.71
2015,2,19,23,4.44,3.42,3.51
2015,2,20,0,4.48,3.48,4.18
2015,2,20,1,4.28,3.54,4.45
2015,2,20,2,4.03,3.6,4.54
2015,2,20,3,3.87,3.72,4.55
2015,2,20,4,3.65,3.85,4.32
2015,2,20,5,3.4,3.97,4.23
2015,2,20,6,3.23,4.09,4.15
2015,2,20,7,4.42,4.09,4.53
2015,2,20,8,7.51,4.33,5.24
2015,2,20,9,11.08,4.52,6.76
2015,2,20,10,12.74,4.39,7.48
2015,2,20,11,13.97,4.21,7.38
2015,2,20,12,15.11,4.03,7.28
2015,2,20,13,15.8,3.91,7.23
2015,2,20,14,15.91,3.85,7.1
2015,2,20,15,15.48,3.91,6.86
2015,2,20,16,14.44,4.03,6.13
2015,2,20,17,12.67,4.21,4.61
2015,2,20,18,11.41,4.39,4.04
2015,2,20,19,10.68,4.58,3.83
2015,2,20,20,9.93,4.7,3.77
2015,2,20,21,9.57,4.82,3.93
2015,2,20,22,8.96,4.94,3.78
2015,2,20,23,8.4,5,3.74
2015,2,21,0,8.11,5.07,4.13
2015,2,21,1,8.22,5.13,5.09
2015,2,21,2,7.91,5.19,4.86
2015,2,21,3,7.51,5.19,4.19
2015,2,21,4,7.04,5.25,3.57
2015,2,21,5,6.48,5.31,3.12
2015,2,21,6,6.42,5.37,3.66
2015,2,21,7,7.58,5.43,4.44
2015,2,21,8,9.87,5.68,4.47
2015,2,21,9,11.76,5.8,4.79
2015,2,21,10,13.12,5.86,5.46
2015,2,21,11,14.46,5.74,5.7
2015,2,21,12,15.11,5.68,5.5
2015,2,21,13,15.62,5.62,5.13
2015,2,21,14,15.84,5.62,4.69
2015,2,21,15,15.76,5.62,4.37
2015,2,21,16,15.21,5.68,3.75
2015,2,21,17,13.65,5.74,2.02
2015,2,21,18,12.96,5.8,1.96
2015,2,21,19,12.27,5.86,1.56
2015,2,21,20,11.29,5.98,1.26
2015,2,21,21,10.79,6.04,1.14
2015,2,21,22,10.06,6.16,1.08
2015,2,21,23,9.45,6.23,1.09
2015,2,22,0,9.32,6.29,1.04
2015,2,22,1,9.26,6.29,0.92
2015,2,22,2,8.98,6.23,0.86
2015,2,22,3,8.76,6.16,0.86
2015,2,22,4,8.62,6.1,0.8
2015,2,22,5,8.19,6.04,0.85
2015,2,22,6,7.65,5.98,0.94
2015,2,22,7,9.64,5.92,1.64
2015,2,22,8,12.61,5.74,1.81
2015,2,22,9,15.61,5.49,1.21
2015,2,22,10,16.51,5.31,0.63
2015,2,22,11,18.05,5.19,0.33
2015,2,22,12,18.7,5.07,0.46
2015,2,22,13,19.55,4.94,0.13
2015,2,22,14,19.99,4.82,0.48
2015,2,22,15,19.79,4.7,0.92
2015,2,22,16,18.99,4.7,1.04
2015,2,22,17,16.28,4.76,0.88
2015,2,22,18,14.82,4.58,1.09
2015,2,22,19,14.05,4.52,1.13
2015,2,22,20,13.33,4.46,1.19
2015,2,22,21,12.94,4.39,1.21
2015,2,22,22,12.65,4.33,1.17
2015,2,22,23,12.44,4.27,1.26
2015,2,23,0,11.99,4.21,1.28
2015,2,23,1,11.9,4.21,1.09
2015,2,23,2,11.73,4.27,1.07
2015,2,23,3,11.41,4.27,1.29
2015,2,23,4,11.36,4.33,1.62
2015,2,23,5,11.24,4.33,1.73
2015,2,23,6,11.11,4.33,1.66
2015,2,23,7,12.12,4.27,1.95
2015,2,23,8,13.04,4.27,2.37
2015,2,23,9,14.11,4.21,1.79
2015,2,23,10,16.36,4.21,1.73
2015,2,23,11,18.96,4.09,1.59
2015,2,23,12,19.94,3.97,1.09
2015,2,23,13,20.22,3.97,0.43
2015,2,23,14,20.26,3.97,0.67
2015,2,23,15,19.44,4.46,0.7
2015,2,23,16,17.97,4.39,0.86
2015,2,23,17,16.82,4.15,1.07
2015,2,23,18,16.18,4.09,1.18
2015,2,23,19,16.52,3.97,1.13
2015,2,23,20,16.78,3.91,1.01
2015,2,23,21,16.39,3.85,0.9
2015,2,23,22,15.97,3.85,0.86
2015,2,23,23,15.26,3.85,0.87
2015,2,24,0,14.77,3.85,0.83
2015,2,24,1,14.79,3.85,0.56
2015,2,24,2,14.21,3.85,0.3
2015,2,24,3,13.41,3.91,0.5
2015,2,24,4,13.58,3.85,0.24
2015,2,24,5,13.39,3.85,0.27
2015,2,24,6,12.55,3.85,0.75
2015,2,24,7,13.23,3.97,1.25
2015,2,24,8,14.78,4.15,3.66
2015,2,24,9,15.54,4.7,4.51
2015,2,24,10,16.05,5.55,4.13
2015,2,24,11,16.99,6.1,3.1
2015,2,24,12,18.06,6.23,2.17
2015,2,24,13,19.24,6.1,2.5
2015,2,24,14,19.46,5.92,3.62
2015,2,24,15,19.04,5.86,4.34
2015,2,24,16,18.09,5.8,4.16
2015,2,24,17,15.2,5.74,2.06
2015,2,24,18,13.32,5.74,1.51
2015,2,24,19,12.6,5.74,1.29
2015,2,24,20,12.09,5.68,1.24
2015,2,24,21,11.63,5.55,1.46
2015,2,24,22,11.16,5.31,1.99
2015,2,24,23,10.57,4.94,2.34
2015,2,25,0,9.83,4.82,2.21
2015,2,25,1,9.3,4.94,2.11
2015,2,25,2,8.81,5.31,1.98
2015,2,25,3,8.34,5.68,1.85
2015,2,25,4,7.9,5.8,1.65
2015,2,25,5,7.49,5.86,1.45
2015,2,25,6,7.4,5.86,1.31
2015,2,25,7,9.73,5.86,2.11
2015,2,25,8,12.64,5.86,1.8
2015,2,25,9,17.37,5.68,2.47
2015,2,25,10,19.49,5.62,2.24
2015,2,25,11,20.84,5.49,2.33
2015,2,25,12,21.71,5.37,2.32
2015,2,25,13,22.14,5.25,2.23
2015,2,25,14,22.12,5.07,2.09
2015,2,25,15,21.63,4.88,1.91
2015,2,25,16,20.39,5,1.48
2015,2,25,17,16.62,5.07,1.09
2015,2,25,18,14.69,4.94,1.29
2015,2,25,19,13.74,5,1.49
2015,2,25,20,13.06,5.07,1.81
2015,2,25,21,12.46,5.31,2.18
2015,2,25,22,11.77,5.68,2.43
2015,2,25,23,11.01,5.98,2.42
2015,2,26,0,10.44,5.98,2.32
2015,2,26,1,9.9,5.86,2.18
2015,2,26,2,9.83,5.86,2.32
2015,2,26,3,9.8,6.04,2.49
2015,2,26,4,9.98,6.23,2.91
2015,2,26,5,10.06,6.35,2.93
2015,2,26,6,9.9,6.47,2.8
2015,2,26,7,11.3,6.53,3.43
2015,2,26,8,14.3,6.47,3.27
2015,2,26,9,18.92,5.43,4.21
2015,2,26,10,21.8,4.64,3.58
2015,2,26,11,23.68,4.21,2.52
2015,2,26,12,25.05,3.91,1.56
2015,2,26,13,25.86,3.66,0.83
2015,2,26,14,26.01,3.48,0.36
2015,2,26,15,25.37,3.42,0.31
2015,2,26,16,23.77,4.64,0.39
2015,2,26,17,20.76,4.33,1.02
2015,2,26,18,18.64,4.21,1.39
2015,2,26,19,17.24,4.21,1.69
2015,2,26,20,15.65,4.27,1.67
2015,2,26,21,14.34,4.33,1.42
2015,2,26,22,13.69,4.46,1.4
2015,2,26,23,13.17,4.58,1.4
2015,2,27,0,12.58,4.7,1.45
2015,2,27,1,11.9,4.64,1.6
2015,2,27,2,11.44,4.64,1.67
2015,2,27,3,11.04,4.64,1.72
2015,2,27,4,10.58,4.7,1.76
2015,2,27,5,10.16,4.7,1.78
2015,2,27,6,10.24,4.7,1.8
2015,2,27,7,13.52,4.7,2.6
2015,2,27,8,16.4,4.52,2.83
2015,2,27,9,19.92,4.27,2.58
2015,2,27,10,23.78,3.66,3.15
2015,2,27,11,26.47,3.23,3.55
2015,2,27,12,27.86,3.05,3.41
2015,2,27,13,28.5,2.93,3.09
2015,2,27,14,28.64,2.87,2.89
2015,2,27,15,28.27,2.87,2.72
2015,2,27,16,25.43,3.97,1.25
2015,2,27,17,21.67,3.78,1.39
2015,2,27,18,19.53,3.6,1.53
2015,2,27,19,18.2,3.6,1.87
2015,2,27,20,17.61,3.6,2.98
2015,2,27,21,16.94,3.6,4.73
2015,2,27,22,15.48,3.66,4.94
2015,2,27,23,14.26,3.72,4.85
2015,2,28,0,13.2,4.03,4.66
2015,2,28,1,12.11,4.76,4.28
2015,2,28,2,11.06,5.43,3.82
2015,2,28,3,9.96,5.92,3.05
2015,2,28,4,8.92,5.98,2.36
2015,2,28,5,7.95,5.62,1.89
2015,2,28,6,7.68,5.07,1.68
2015,2,28,7,9.98,4.58,2.67
2015,2,28,8,13.23,4.09,2.5
2015,2,28,9,17.12,3.42,3.24
2015,2,28,10,18.93,3.17,3.18
2015,2,28,11,20.35,3.11,3.11
2015,2,28,12,21.45,3.05,3.14
2015,2,28,13,22.11,2.99,3.27
2015,2,28,14,22.24,2.99,3.41
2015,2,28,15,21.76,2.99,3.44
2015,2,28,16,20.49,3.11,2.94
2015,2,28,17,16.17,3.36,1.48
2015,2,28,18,14.12,3.3,1.63
2015,2,28,19,13.26,3.36,1.81
2015,2,28,20,12.44,3.48,1.96
2015,2,28,21,11.53,3.85,2.04
2015,2,28,22,10.55,4.33,2.06
2015,2,28,23,9.62,4.94,1.95
2015,3,1,0,8.83,5.62,1.8
2015,3,1,1,8.26,6.1,1.67
2015,3,1,2,7.79,6.47,1.53
2015,3,1,3,7.44,6.65,1.43
2015,3,1,4,7.23,6.71,1.32
2015,3,1,5,7.12,6.71,1.23
2015,3,1,6,7.54,6.77,1.09
2015,3,1,7,10.69,6.71,1.8
2015,3,1,8,14.22,6.23,2.28
2015,3,1,9,17.83,4.94,3.27
2015,3,1,10,19.62,4.46,3.4
2015,3,1,11,20.87,4.27,3.33
2015,3,1,12,21.8,4.15,3.32
2015,3,1,13,22.36,4.03,3.34
2015,3,1,14,22.44,3.97,3.42
2015,3,1,15,21.95,3.97,3.53
2015,3,1,16,20.77,4.03,3.34
2015,3,1,17,16.87,4.21,1.76
2015,3,1,18,14.77,4.27,1.94
2015,3,1,19,14.03,4.52,2.31
2015,3,1,20,13.33,4.76,2.87
2015,3,1,21,12.5,5.07,3.39
2015,3,1,22,11.47,5.31,3.28
2015,3,1,23,10.47,5.49,2.75
2015,3,2,0,9.67,5.62,2.28
2015,3,2,1,8.97,5.8,1.95
2015,3,2,2,8.35,6.04,1.72
2015,3,2,3,7.83,6.23,1.55
2015,3,2,4,7.44,6.35,1.44
2015,3,2,5,7.14,6.35,1.35
2015,3,2,6,7.48,6.41,1.24
2015,3,2,7,10.89,6.41,1.95
2015,3,2,8,14.45,5.86,2.42
2015,3,2,9,18.28,4.52,3.87
2015,3,2,10,20.39,4.15,4.16
2015,3,2,11,21.74,4.09,4.17
2015,3,2,12,22.55,4.03,4.09
2015,3,2,13,22.94,3.91,4
2015,3,2,14,22.8,3.85,3.89
2015,3,2,15,22.15,3.78,3.74
2015,3,2,16,21.01,3.78,3.07
2015,3,2,17,17.81,4.03,1.33
2015,3,2,18,16.25,3.97,1.24
2015,3,2,19,15.42,3.91,1.33
2015,3,2,20,14.55,3.97,1.5
2015,3,2,21,13.69,4.09,1.66
2015,3,2,22,12.52,4.33,1.65
2015,3,2,23,11.58,4.46,1.55
2015,3,3,0,11.44,4.58,1.3
2015,3,3,1,11.8,4.64,1.14
2015,3,3,2,11.9,4.7,1.06
2015,3,3,3,12.12,4.76,0.95
2015,3,3,4,12.13,4.76,0.76
2015,3,3,5,11.8,4.76,0.65
2015,3,3,6,11.42,4.76,0.7
2015,3,3,7,13.3,4.7,1.01
2015,3,3,8,16.19,4.39,1.16
2015,3,3,9,19.9,3.97,1.43
2015,3,3,10,22.04,3.78,2.11
2015,3,3,11,23.42,3.72,2.87
2015,3,3,12,24.23,3.78,3.55
2015,3,3,13,24.51,3.91,4.1
2015,3,3,14,24.21,4.21,4.63
2015,3,3,15,23.37,4.7,5.05
2015,3,3,16,21.86,5.13,5.26
2015,3,3,17,19.34,5.37,4.33
2015,3,3,18,17.17,5.55,4.04
2015,3,3,19,15.69,5.74,4.15
2015,3,3,20,14.32,6.04,3.9
2015,3,3,21,12.99,6.35,3.26
2015,3,3,22,11.68,6.65,2.4
2015,3,3,23,10.82,6.9,1.93
2015,3,4,0,10.48,7.14,1.79
2015,3,4,1,10.22,7.32,1.77
2015,3,4,2,10.01,7.45,1.69
2015,3,4,3,9.93,7.57,1.71
2015,3,4,4,9.77,7.63,1.61
2015,3,4,5,9.68,7.69,1.5
2015,3,4,6,10.44,7.75,1.73
2015,3,4,7,12.62,7.75,2.94
2015,3,4,8,15.59,7.39,3.54
2015,3,4,9,17.94,6.84,3.86
2015,3,4,10,19.7,6.59,3.83
2015,3,4,11,21.15,6.41,3.93
2015,3,4,12,22.16,6.16,4.06
2015,3,4,13,22.79,5.98,4.15
2015,3,4,14,22.94,5.86,4.25
2015,3,4,15,22.55,5.74,4.43
2015,3,4,16,21.5,5.68,4.54
2015,3,4,17,19.17,5.62,3.55
2015,3,4,18,16.96,5.55,3.65
2015,3,4,19,15.71,5.62,4.25
2015,3,4,20,14.34,5.68,4.23
2015,3,4,21,13.14,5.92,3.83
2015,3,4,22,12.09,6.29,3.36
2015,3,4,23,11.15,6.71,2.81
2015,3,5,0,10.28,7.08,2.3
2015,3,5,1,9.71,7.39,1.98
2015,3,5,2,9.29,7.51,1.71
2015,3,5,3,9.12,7.57,1.59
2015,3,5,4,9.08,7.63,1.65
2015,3,5,5,9.01,7.63,1.75
2015,3,5,6,9.97,7.69,2.21
2015,3,5,7,12.71,7.51,3.77
2015,3,5,8,15.15,6.84,4.28
2015,3,5,9,17.19,6.35,4.25
2015,3,5,10,19.09,5.86,4.2
2015,3,5,11,20.71,5.49,4.29
2015,3,5,12,21.97,5.25,4.45
2015,3,5,13,22.79,5.13,4.54
2015,3,5,14,23.15,5.07,4.6
2015,3,5,15,22.98,5.13,4.68
2015,3,5,16,22.12,5.25,4.48
2015,3,5,17,19.05,5.31,2.66
2015,3,5,18,16.98,5.31,2.82
2015,3,5,19,16.14,5.37,3.43
2015,3,5,20,14.88,5.43,3.65
2015,3,5,21,13.63,5.62,3.6
2015,3,5,22,12.46,5.8,3.39
2015,3,5,23,11.52,5.92,3.38
2015,3,6,0,10.83,6.16,3.48
2015,3,6,1,10.26,6.35,3.52
2015,3,6,2,9.77,6.59,3.51
2015,3,6,3,9.37,6.84,3.5
2015,3,6,4,9.17,7.08,3.44
2015,3,6,5,9.04,7.2,3.24
2015,3,6,6,9.5,7.26,3.42
2015,3,6,7,12.08,7.45,4.17
2015,3,6,8,15.73,7.57,4.65
2015,3,6,9,18.9,7.2,4.17
2015,3,6,10,21.65,6.77,3.25
2015,3,6,11,23.96,6.29,2.31
2015,3,6,12,25.8,5.62,1.32
2015,3,6,13,26.92,5.07,0.59
2015,3,6,14,27.26,4.64,0.23
2015,3,6,15,26.94,4.33,0.44
2015,3,6,16,25.58,4.52,0.67
2015,3,6,17,21.71,4.64,1.03
2015,3,6,18,18.8,4.58,1.34
2015,3,6,19,17.35,4.7,1.51
2015,3,6,20,16.36,4.82,1.69
2015,3,6,21,15.37,4.94,1.85
2015,3,6,22,14.37,5,2.05
2015,3,6,23,13.41,5.13,2.18
2015,3,7,0,12.51,5.25,2.05
2015,3,7,1,11.75,5.43,1.72
2015,3,7,2,11.19,5.55,1.41
2015,3,7,3,10.7,5.74,1.14
2015,3,7,4,10.09,5.98,0.93
2015,3,7,5,9.56,6.23,0.76
2015,3,7,6,10.02,6.47,0.59
2015,3,7,7,13.08,6.65,0.62
2015,3,7,8,16.18,6.53,0.76
2015,3,7,9,20.63,5.86,1.73
2015,3,7,10,24.69,4.88,2.71
2015,3,7,11,26.49,4.33,2.98
2015,3,7,12,27.51,3.97,2.95
2015,3,7,13,28.06,3.66,2.89
2015,3,7,14,28.09,3.42,2.63
2015,3,7,15,27.6,3.3,2.3
2015,3,7,16,26.04,3.6,1.47
2015,3,7,17,22.29,3.78,1.13
2015,3,7,18,20.33,3.6,1.29
2015,3,7,19,18.72,3.6,1.37
2015,3,7,20,17.14,3.66,1.44
2015,3,7,21,15.73,3.85,1.58
2015,3,7,22,14.48,4.27,1.75
2015,3,7,23,13.51,4.88,1.81
2015,3,8,0,12.84,5.31,1.71
2015,3,8,1,12.46,5.49,1.57
2015,3,8,2,12.4,5.43,1.49
2015,3,8,3,12.68,5.07,1.45
2015,3,8,4,13.44,4.64,1.41
2015,3,8,5,14.09,4.21,1.31
2015,3,8,6,14.26,3.91,1.2
2015,3,8,7,16.55,3.78,1.53
2015,3,8,8,19.05,3.78,2.53
2015,3,8,9,22.81,3.85,2.75
2015,3,8,10,26.71,3.54,3.16
2015,3,8,11,28.86,3.36,3.25
2015,3,8,12,29.55,3.36,3.38
2015,3,8,13,29.9,3.36,3.45
2015,3,8,14,29.62,3.36,3.33
2015,3,8,15,29.01,3.42,3.05
2015,3,8,16,26.85,3.85,1.56
2015,3,8,17,23.39,4.03,1.36
2015,3,8,18,21.76,4.15,1.57
2015,3,8,19,20.94,4.46,1.85
2015,3,8,20,20.01,4.82,2.2
2015,3,8,21,18.93,5.43,2.55
2015,3,8,22,18.36,6.16,2.68
2015,3,8,23,17.69,6.9,2.44
2015,3,9,0,16.62,7.45,1.63
2015,3,9,1,15.77,7.69,1.23
2015,3,9,2,15.09,7.93,1.11
2015,3,9,3,14.8,8.24,1.36
2015,3,9,4,14.4,8.61,1.6
2015,3,9,5,13.35,8.85,1.57
2015,3,9,6,13.66,9.03,2.22
2015,3,9,7,15.64,9.22,3.35
2015,3,9,8,18.37,8.85,3.24
2015,3,9,9,21.37,8.06,3.14
2015,3,9,10,23.97,7.32,2.67
